source,id_mrn,id_zhulab,name,formula,consensus_name,full_name,abbr,note,date
MRN3,MRN038120,,6-Methylnonanoylcarnitine,,Acylcarnitine C10:0,Decanoylcarnitine,CAR 10:0,Acylcarnitines,20240725
MRN3,MRN038121,,5-Methylnonanoylcarnitine,,Acylcarnitine C10:0,Decanoylcarnitine,CAR 10:0,Acylcarnitines,20240725
MRN3,MRN038122,,8-Methylnonanoylcarnitine,,Acylcarnitine C10:0,Decanoylcarnitine,CAR 10:0,Acylcarnitines,20240725
MRN3,MRN038123,,7-Methylnonanoylcarnitine,,Acylcarnitine C10:0,Decanoylcarnitine,CAR 10:0,Acylcarnitines,20240725
MRN3,MRN038124,,4-Methylnonanoylcarnitine,,Acylcarnitine C10:0,Decanoylcarnitine,CAR 10:0,Acylcarnitines,20240725
MRN3,MRN038125,,3-Methylnonanoylcarnitine,,Acylcarnitine C10:0,Decanoylcarnitine,CAR 10:0,Acylcarnitines,20240725
MRN3,MRN037017,,3-hydroxydecanoyl carnitine,,"Acylcarnitine C10:0,O",Hydroxydecanoylcarnitine,"CAR 10:0,O",Acylcarnitines,20240725
MRN3,MRN038390,,7-Hydroxydecanoylcarnitine,,"Acylcarnitine C10:0,O",Hydroxydecanoylcarnitine,"CAR 10:0,O",Acylcarnitines,20240725
MRN3,MRN038391,,6-Hydroxydecanoylcarnitine,,"Acylcarnitine C10:0,O",Hydroxydecanoylcarnitine,"CAR 10:0,O",Acylcarnitines,20240725
MRN3,MRN038392,,2-Hydroxydecanoylcarnitine,,"Acylcarnitine C10:0,O",Hydroxydecanoylcarnitine,"CAR 10:0,O",Acylcarnitines,20240725
MRN3,MRN038393,,8-Hydroxydecanoylcarnitine,,"Acylcarnitine C10:0,O",Hydroxydecanoylcarnitine,"CAR 10:0,O",Acylcarnitines,20240725
MRN3,MRN038394,,5-Hydroxydecanoylcarnitine,,"Acylcarnitine C10:0,O",Hydroxydecanoylcarnitine,"CAR 10:0,O",Acylcarnitines,20240725
MRN3,MRN038395,,4-Hydroxydecanoylcarnitine,,"Acylcarnitine C10:0,O",Hydroxydecanoylcarnitine,"CAR 10:0,O",Acylcarnitines,20240725
MRN3,MRN038396,,9-Hydroxydecanoylcarnitine,,"Acylcarnitine C10:0,O",Hydroxydecanoylcarnitine,"CAR 10:0,O",Acylcarnitines,20240725
MRN3,MRN038468,,"3,8-Dihydroxydecanoylcarnitine",,"Acylcarnitine C10:0,O2",Dihydroxydecanoylcarnitine,"CAR 10:0,O2",Acylcarnitines,20240725
MRN3,MRN038469,,"3,6-Dihydroxydecanoylcarnitine",,"Acylcarnitine C10:0,O2",Dihydroxydecanoylcarnitine,"CAR 10:0,O2",Acylcarnitines,20240725
MRN3,MRN038470,,"3,4-Dihydroxydecanoylcarnitine",,"Acylcarnitine C10:0,O2",Dihydroxydecanoylcarnitine,"CAR 10:0,O2",Acylcarnitines,20240725
MRN3,MRN038471,,"3,9-Dihydroxydecanoylcarnitine",,"Acylcarnitine C10:0,O2",Dihydroxydecanoylcarnitine,"CAR 10:0,O2",Acylcarnitines,20240725
MRN3,MRN038472,,"3,7-Dihydroxydecanoylcarnitine",,"Acylcarnitine C10:0,O2",Dihydroxydecanoylcarnitine,"CAR 10:0,O2",Acylcarnitines,20240725
MRN3,MRN038473,,"3,5-Dihydroxydecanoylcarnitine",,"Acylcarnitine C10:0,O2",Dihydroxydecanoylcarnitine,"CAR 10:0,O2",Acylcarnitines,20240725
MRN3,MRN038528,,"Undeca-2,5,7-trienedioylcarnitine",,"Acylcarnitine C11:4,O2",Undecatrienedioylcarnitine,"CAR 11:4,O2",Acylcarnitines,20240725
MRN3,MRN038529,,"Undeca-4,6,8-trienedioylcarnitine",,"Acylcarnitine C11:4,O2",Undecatrienedioylcarnitine,"CAR 11:4,O2",Acylcarnitines,20240725
MRN3,MRN038530,,"Undeca-5,7,9-trienedioylcarnitine",,"Acylcarnitine C11:4,O2",Undecatrienedioylcarnitine,"CAR 11:4,O2",Acylcarnitines,20240725
MRN3,MRN038531,,"Undeca-3,6,9-trienedioylcarnitine",,"Acylcarnitine C11:4,O2",Undecatrienedioylcarnitine,"CAR 11:4,O2",Acylcarnitines,20240725
MRN3,MRN038524,,"Undeca-2,4,6-trienoylcarnitine",,Acylcarnitine C11:3,Undecatrienoylcarnitine,CAR 11:3,Acylcarnitines,20240725
MRN3,MRN038525,,"Undeca-2,5,8-trienoylcarnitine",,Acylcarnitine C11:3,Undecatrienoylcarnitine,CAR 11:3,Acylcarnitines,20240725
MRN3,MRN038526,,"Undeca-4,6,9-trienoylcarnitine",,Acylcarnitine C11:3,Undecatrienoylcarnitine,CAR 11:3,Acylcarnitines,20240725
MRN3,MRN038527,,"Undeca-3,5,7-trienoylcarnitine",,Acylcarnitine C11:3,Undecatrienoylcarnitine,CAR 11:3,Acylcarnitines,20240725
MRN3,MRN038503,,"Undeca-3,8-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038504,,"Undeca-2,8-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038505,,"Undeca-5,8-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038506,,"Undeca-4,6-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038507,,"Undeca-2,6-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038508,,"Undeca-3,9-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038509,,"Undeca-3,5-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038510,,"Undeca-7,9-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038511,,"Undeca-5,7-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038512,,"Undeca-5,9-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038513,,"Undeca-2,9-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038514,,"Undeca-6,9-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038515,,"Undeca-6,8-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038516,,"Undeca-3,7-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038517,,"Undeca-2,4-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038518,,"Undeca-2,7-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038519,,"Undeca-4,8-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038520,,"Undeca-2,5-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038521,,"Undeca-4,9-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038522,,"Undeca-4,7-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038523,,"Undeca-3,6-dienoylcarnitine",,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240725
MRN3,MRN038499,,Undec-5-enedioylcarnitine,,"Acylcarnitine C11:2,O2",Undecenedioylcarnitine,"CAR 11:2,O2",Acylcarnitines,20240725
MRN3,MRN038500,,Undec-2-enedioylcarnitine,,"Acylcarnitine C11:2,O2",Undecenedioylcarnitine,"CAR 11:2,O2",Acylcarnitines,20240725
MRN3,MRN038501,,Undec-4-enedioylcarnitine,,"Acylcarnitine C11:2,O2",Undecenedioylcarnitine,"CAR 11:2,O2",Acylcarnitines,20240725
MRN3,MRN038502,,Undec-3-enedioylcarnitine,,"Acylcarnitine C11:2,O2",Undecenedioylcarnitine,"CAR 11:2,O2",Acylcarnitines,20240725
MRN3,MRN038482,,Undec-6-enoylcarnitine,,Acylcarnitine C11:1,Undecenoylcarnitine,CAR 11:1,Acylcarnitines,20240725
MRN3,MRN038483,,Undec-2-enoylcarnitine,,Acylcarnitine C11:1,Undecenoylcarnitine,CAR 11:1,Acylcarnitines,20240725
MRN3,MRN038484,,Undec-5-enoylcarnitine,,Acylcarnitine C11:1,Undecenoylcarnitine,CAR 11:1,Acylcarnitines,20240725
MRN3,MRN038485,,Undec-4-enoylcarnitine,,Acylcarnitine C11:1,Undecenoylcarnitine,CAR 11:1,Acylcarnitines,20240725
MRN3,MRN038486,,Undec-7-enoylcarnitine,,Acylcarnitine C11:1,Undecenoylcarnitine,CAR 11:1,Acylcarnitines,20240725
MRN3,MRN038487,,Undec-3-enoylcarnitine,,Acylcarnitine C11:1,Undecenoylcarnitine,CAR 11:1,Acylcarnitines,20240725
MRN3,MRN038488,,Undec-9-enoylcarnitine,,Acylcarnitine C11:1,Undecenoylcarnitine,CAR 11:1,Acylcarnitines,20240725
MRN3,MRN038489,,Undec-8-enoylcarnitine,,Acylcarnitine C11:1,Undecenoylcarnitine,CAR 11:1,Acylcarnitines,20240725
MRN3,MRN038490,,undec-10-enoylcarnitine,,Acylcarnitine C11:1,Undecenoylcarnitine,CAR 11:1,Acylcarnitines,20240725
MRN3,MRN038491,,2-Hydroxyundec-3-enoylcarnitine,,"Acylcarnitine C11:1,O",Hydroxyundecenoylcarnitine,"CAR 11:1,O",Acylcarnitines,20240725
MRN3,MRN038492,,2-Hydroxyundec-8-enoylcarnitine,,"Acylcarnitine C11:1,O",Hydroxyundecenoylcarnitine,"CAR 11:1,O",Acylcarnitines,20240725
MRN3,MRN038493,,2-Hydroxyundec-6-enoylcarnitine,,"Acylcarnitine C11:1,O",Hydroxyundecenoylcarnitine,"CAR 11:1,O",Acylcarnitines,20240725
MRN3,MRN038494,,2-Hydroxyundec-5-enoylcarnitine,,"Acylcarnitine C11:1,O",Hydroxyundecenoylcarnitine,"CAR 11:1,O",Acylcarnitines,20240725
MRN3,MRN038495,,2-Hydroxyundec-4-enoylcarnitine,,"Acylcarnitine C11:1,O",Hydroxyundecenoylcarnitine,"CAR 11:1,O",Acylcarnitines,20240725
MRN3,MRN038496,,2-Hydroxyundec-7-enoylcarnitine,,"Acylcarnitine C11:1,O",Hydroxyundecenoylcarnitine,"CAR 11:1,O",Acylcarnitines,20240725
MRN3,MRN038497,,2-Hydroxyundec-2-enoylcarnitine,,"Acylcarnitine C11:1,O",Hydroxyundecenoylcarnitine,"CAR 11:1,O",Acylcarnitines,20240725
MRN3,MRN038498,,2-Hydroxyundec-9-enoylcarnitine,,"Acylcarnitine C11:1,O",Hydroxyundecenoylcarnitine,"CAR 11:1,O",Acylcarnitines,20240725
MRN3,MRN038533,,3-Oxoundecanoylcarnitine,,"Acylcarnitine C11:1,O",Hydroxyundecenoylcarnitine,"CAR 11:1,O",Acylcarnitines,20240725
MRN3,MRN024586,,"4,8 Dimethylnonanoyl carnitine",,Acylcarnitine C11:0,Undecanoylcarnitine,CAR 11:0,Acylcarnitines,20240725
MRN3,MRN025583,,Undecanoylcarnitine,,Acylcarnitine C11:0,Undecanoylcarnitine,CAR 11:0,Acylcarnitines,20240725
MRN3,MRN038130,,5-Methyldecanoylcarnitine,,Acylcarnitine C11:0,Undecanoylcarnitine,CAR 11:0,Acylcarnitines,20240725
MRN3,MRN038131,,4-Methyldecanoylcarnitine,,Acylcarnitine C11:0,Undecanoylcarnitine,CAR 11:0,Acylcarnitines,20240725
MRN3,MRN038132,,6-Methyldecanoylcarnitine,,Acylcarnitine C11:0,Undecanoylcarnitine,CAR 11:0,Acylcarnitines,20240725
MRN3,MRN038133,,8-Methyldecanoylcarnitine,,Acylcarnitine C11:0,Undecanoylcarnitine,CAR 11:0,Acylcarnitines,20240725
MRN3,MRN038134,,7-Methyldecanoylcarnitine,,Acylcarnitine C11:0,Undecanoylcarnitine,CAR 11:0,Acylcarnitines,20240725
MRN3,MRN038135,,3-Methyldecanoylcarnitine,,Acylcarnitine C11:0,Undecanoylcarnitine,CAR 11:0,Acylcarnitines,20240725
MRN3,MRN038136,,9-Methyldecanoylcarnitine,,Acylcarnitine C11:0,Undecanoylcarnitine,CAR 11:0,Acylcarnitines,20240725
MRN3,MRN037018,,3-hydroxyundecanoyl carnitine,,"Acylcarnitine C11:0,O",Hydroxyundecanoylcarnitine,"CAR 11:0,O",Acylcarnitines,20240725
MRN3,MRN038474,,8-Hydroxyundecanoylcarnitine,,"Acylcarnitine C11:0,O",Hydroxyundecanoylcarnitine,"CAR 11:0,O",Acylcarnitines,20240725
MRN3,MRN038475,,5-Hydroxyundecanoylcarnitine,,"Acylcarnitine C11:0,O",Hydroxyundecanoylcarnitine,"CAR 11:0,O",Acylcarnitines,20240725
MRN3,MRN038476,,2-Hydroxyundecanoylcarnitine,,"Acylcarnitine C11:0,O",Hydroxyundecanoylcarnitine,"CAR 11:0,O",Acylcarnitines,20240725
MRN3,MRN038477,,9-Hydroxyundecanoylcarnitine,,"Acylcarnitine C11:0,O",Hydroxyundecanoylcarnitine,"CAR 11:0,O",Acylcarnitines,20240725
MRN3,MRN038478,,6-Hydroxyundecanoylcarnitine,,"Acylcarnitine C11:0,O",Hydroxyundecanoylcarnitine,"CAR 11:0,O",Acylcarnitines,20240725
MRN3,MRN038479,,7-Hydroxyundecanoylcarnitine,,"Acylcarnitine C11:0,O",Hydroxyundecanoylcarnitine,"CAR 11:0,O",Acylcarnitines,20240725
MRN3,MRN038480,,10-Hydroxyundecanoylcarnitine,,"Acylcarnitine C11:0,O",Hydroxyundecanoylcarnitine,"CAR 11:0,O",Acylcarnitines,20240725
MRN3,MRN038481,,4-Hydroxyundecanoylcarnitine,,"Acylcarnitine C11:0,O",Hydroxyundecanoylcarnitine,"CAR 11:0,O",Acylcarnitines,20240725
MRN3,MRN038604,,"Dodeca-6,8,10-trienedioylcarnitine",,"Acylcarnitine C12:4,O2",Dodecatrienedioylcarnitine,"CAR 12:4,O2",Acylcarnitines,20240725
MRN3,MRN038605,,"Dodeca-4,7,10-trienedioylcarnitine",,"Acylcarnitine C12:4,O2",Dodecatrienedioylcarnitine,"CAR 12:4,O2",Acylcarnitines,20240725
MRN3,MRN038606,,"Dodeca-2,6,8-trienedioylcarnitine",,"Acylcarnitine C12:4,O2",Dodecatrienedioylcarnitine,"CAR 12:4,O2",Acylcarnitines,20240725
MRN3,MRN038607,,"Dodeca-5,7,9-trienedioylcarnitine",,"Acylcarnitine C12:4,O2",Dodecatrienedioylcarnitine,"CAR 12:4,O2",Acylcarnitines,20240725
MRN3,MRN038608,,"Dodeca-4,6,8-trienedioylcarnitine",,"Acylcarnitine C12:4,O2",Dodecatrienedioylcarnitine,"CAR 12:4,O2",Acylcarnitines,20240725
MRN3,MRN038609,,"Dodeca-3,6,9-trienedioylcarnitine",,"Acylcarnitine C12:4,O2",Dodecatrienedioylcarnitine,"CAR 12:4,O2",Acylcarnitines,20240725
MRN3,MRN038595,,"Dodeca-3,6,9-trienoylcarnitine",,Acylcarnitine C12:3,Dodecatrienoylcarnitine,CAR 12:3,Acylcarnitines,20240725
MRN3,MRN038596,,"Dodeca-2,5,8-trienoylcarnitine",,Acylcarnitine C12:3,Dodecatrienoylcarnitine,CAR 12:3,Acylcarnitines,20240725
MRN3,MRN038597,,"Dodeca-4,6,10-trienoylcarnitine",,Acylcarnitine C12:3,Dodecatrienoylcarnitine,CAR 12:3,Acylcarnitines,20240725
MRN3,MRN038598,,"Dodeca-4,6,8-trienoylcarnitine",,Acylcarnitine C12:3,Dodecatrienoylcarnitine,CAR 12:3,Acylcarnitines,20240725
MRN3,MRN038599,,"Dodeca-4,7,10-trienoylcarnitine",,Acylcarnitine C12:3,Dodecatrienoylcarnitine,CAR 12:3,Acylcarnitines,20240725
MRN3,MRN038600,,"Dodeca-2,4,6-trienoylcarnitine",,Acylcarnitine C12:3,Dodecatrienoylcarnitine,CAR 12:3,Acylcarnitines,20240725
MRN3,MRN038601,,"Dodeca-3,5,7-trienoylcarnitine",,Acylcarnitine C12:3,Dodecatrienoylcarnitine,CAR 12:3,Acylcarnitines,20240725
MRN3,MRN038602,,"Dodeca-6,8,10-trienoylcarnitine",,Acylcarnitine C12:3,Dodecatrienoylcarnitine,CAR 12:3,Acylcarnitines,20240725
MRN3,MRN038603,,"Dodeca-5,7,9-trienoylcarnitine",,Acylcarnitine C12:3,Dodecatrienoylcarnitine,CAR 12:3,Acylcarnitines,20240725
MRN3,MRN038146,,"3,4-dimethylidenedecanedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038579,,"Dodeca-2,10-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038580,,"Dodeca-7,9-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038581,,"Dodeca-5,9-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038582,,"Dodeca-3,10-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038583,,"Dodeca-5,8-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038584,,"Dodeca-6,8-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038585,,"Dodeca-7,10-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038586,,"Dodeca-5,10-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038587,,"Dodeca-4,9-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038588,,"Dodeca-2,6-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038589,,"Dodeca-6,9-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038590,,"Dodeca-4,8-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038591,,"Dodeca-4,10-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038592,,"Dodeca-3,9-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038593,,"Dodeca-5,7-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038594,,"Dodeca-8,10-dienedioylcarnitine",,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240725
MRN3,MRN038564,,"Dodeca-7,9-dienoylcarnitine",,Acylcarnitine C12:2,Dodecadienoylcarnitine,CAR 12:2,Acylcarnitines,20240725
MRN3,MRN038565,,"Dodeca-5,7-dienoylcarnitine",,Acylcarnitine C12:2,Dodecadienoylcarnitine,CAR 12:2,Acylcarnitines,20240725
MRN3,MRN038566,,"Dodeca-2,8-dienoylcarnitine",,Acylcarnitine C12:2,Dodecadienoylcarnitine,CAR 12:2,Acylcarnitines,20240725
MRN3,MRN038567,,"Dodeca-2,4-dienoylcarnitine",,Acylcarnitine C12:2,Dodecadienoylcarnitine,CAR 12:2,Acylcarnitines,20240725
MRN3,MRN038568,,"Dodeca-2,6-dienoylcarnitine",,Acylcarnitine C12:2,Dodecadienoylcarnitine,CAR 12:2,Acylcarnitines,20240725
MRN3,MRN038569,,"Dodeca-8,10-dienoylcarnitine",,Acylcarnitine C12:2,Dodecadienoylcarnitine,CAR 12:2,Acylcarnitines,20240725
MRN3,MRN038570,,"3-Hydroxydodeca-6,9-dienoylcarnitine",,"Acylcarnitine C12:2,O",Hydroxydodecadienoylcarnitine,"CAR 12:2,O",Acylcarnitines,20240725
MRN3,MRN038571,,"3-Hydroxydodeca-5,7-dienoylcarnitine",,"Acylcarnitine C12:2,O",Hydroxydodecadienoylcarnitine,"CAR 12:2,O",Acylcarnitines,20240725
MRN3,MRN038572,,"5-Hydroxydodeca-7,9-dienoylcarnitine",,"Acylcarnitine C12:2,O",Hydroxydodecadienoylcarnitine,"CAR 12:2,O",Acylcarnitines,20240725
MRN3,MRN038573,,"3-Hydroxydodeca-7,10-dienoylcarnitine",,"Acylcarnitine C12:2,O",Hydroxydodecadienoylcarnitine,"CAR 12:2,O",Acylcarnitines,20240725
MRN3,MRN038574,,"2-Hydroxydodeca-5,8-dienoylcarnitine",,"Acylcarnitine C12:2,O",Hydroxydodecadienoylcarnitine,"CAR 12:2,O",Acylcarnitines,20240725
MRN3,MRN038575,,"6-Hydroxydodeca-8,10-dienoylcarnitine",,"Acylcarnitine C12:2,O",Hydroxydodecadienoylcarnitine,"CAR 12:2,O",Acylcarnitines,20240725
MRN3,MRN038576,,"3-Hydroxydodeca-6,10-dienoylcarnitine",,"Acylcarnitine C12:2,O",Hydroxydodecadienoylcarnitine,"CAR 12:2,O",Acylcarnitines,20240725
MRN3,MRN038577,,"4-Hydroxydodeca-6,8-dienoylcarnitine",,"Acylcarnitine C12:2,O",Hydroxydodecadienoylcarnitine,"CAR 12:2,O",Acylcarnitines,20240725
MRN3,MRN038578,,"2-Hydroxydodeca-4,6-dienoylcarnitine",,"Acylcarnitine C12:2,O",Hydroxydodecadienoylcarnitine,"CAR 12:2,O",Acylcarnitines,20240725
MRN3,MRN038550,,Dodec-9-enedioylcarnitine,,"Acylcarnitine C12:2,O2",Dodecenedioylcarnitine,"CAR 12:2,O2",Acylcarnitines,20240725
MRN3,MRN038551,,Dodec-2-enedioylcarnitine,,"Acylcarnitine C12:2,O2",Dodecenedioylcarnitine,"CAR 12:2,O2",Acylcarnitines,20240725
MRN3,MRN038552,,Dodec-7-enedioylcarnitine,,"Acylcarnitine C12:2,O2",Dodecenedioylcarnitine,"CAR 12:2,O2",Acylcarnitines,20240725
MRN3,MRN038553,,Dodec-8-enedioylcarnitine,,"Acylcarnitine C12:2,O2",Dodecenedioylcarnitine,"CAR 12:2,O2",Acylcarnitines,20240725
MRN3,MRN038554,,Dodec-6-enedioylcarnitine,,"Acylcarnitine C12:2,O2",Dodecenedioylcarnitine,"CAR 12:2,O2",Acylcarnitines,20240725
MRN3,MRN038555,,3-Hydroxydodec-6-enedioylcarnitine,,"Acylcarnitine C12:2,O3",Hydroxydodecenedioylcarnitine,"CAR 12:2,O3",Acylcarnitines,20240725
MRN3,MRN038556,,10-Hydroxydodec-9-enedioylcarnitine,,"Acylcarnitine C12:2,O3",Hydroxydodecenedioylcarnitine,"CAR 12:2,O3",Acylcarnitines,20240725
MRN3,MRN038557,,3-Hydroxydodec-5-enedioylcarnitine,,"Acylcarnitine C12:2,O3",Hydroxydodecenedioylcarnitine,"CAR 12:2,O3",Acylcarnitines,20240725
MRN3,MRN038558,,3-Hydroxydodec-4-enedioylcarnitine,,"Acylcarnitine C12:2,O3",Hydroxydodecenedioylcarnitine,"CAR 12:2,O3",Acylcarnitines,20240725
MRN3,MRN038559,,3-Hydroxydodec-9-enedioylcarnitine,,"Acylcarnitine C12:2,O3",Hydroxydodecenedioylcarnitine,"CAR 12:2,O3",Acylcarnitines,20240725
MRN3,MRN038560,,3-Hydroxydodec-8-enedioylcarnitine,,"Acylcarnitine C12:2,O3",Hydroxydodecenedioylcarnitine,"CAR 12:2,O3",Acylcarnitines,20240725
MRN3,MRN038561,,10-Hydroxydodec-10-enedioylcarnitine,,"Acylcarnitine C12:2,O3",Hydroxydodecenedioylcarnitine,"CAR 12:2,O3",Acylcarnitines,20240725
MRN3,MRN038562,,3-Hydroxydodec-10-enedioylcarnitine,,"Acylcarnitine C12:2,O3",Hydroxydodecenedioylcarnitine,"CAR 12:2,O3",Acylcarnitines,20240725
MRN3,MRN038563,,3-Hydroxydodec-7-enedioylcarnitine,,"Acylcarnitine C12:2,O3",Hydroxydodecenedioylcarnitine,"CAR 12:2,O3",Acylcarnitines,20240725
MRN3,MRN025587,,trans-2-Dodecenoylcarnitine,,Acylcarnitine C12:1,Dodecenoylcarnitine,CAR 12:1,Acylcarnitines,20240725
MRN3,MRN038535,,Dodecenoylcarnitine,,Acylcarnitine C12:1,Dodecenoylcarnitine,CAR 12:1,Acylcarnitines,20240725
MRN3,MRN038536,,4-Dodecenoylcarnitine,,Acylcarnitine C12:1,Dodecenoylcarnitine,CAR 12:1,Acylcarnitines,20240725
MRN3,MRN038537,,11-Dodecenoylcarnitine,,Acylcarnitine C12:1,Dodecenoylcarnitine,CAR 12:1,Acylcarnitines,20240725
MRN3,MRN038538,,5-Dodecenoylcarnitine,,Acylcarnitine C12:1,Dodecenoylcarnitine,CAR 12:1,Acylcarnitines,20240725
MRN3,MRN038539,,7-Dodecenoylcarnitine,,Acylcarnitine C12:1,Dodecenoylcarnitine,CAR 12:1,Acylcarnitines,20240725
MRN3,MRN038540,,8-Dodecenoylcarnitine,,Acylcarnitine C12:1,Dodecenoylcarnitine,CAR 12:1,Acylcarnitines,20240725
MRN3,MRN038541,,2-Dodecenoylcarnitine,,Acylcarnitine C12:1,Dodecenoylcarnitine,CAR 12:1,Acylcarnitines,20240725
MRN3,MRN038542,,3-Dodecenoylcarnitine,,Acylcarnitine C12:1,Dodecenoylcarnitine,CAR 12:1,Acylcarnitines,20240725
MRN3,MRN038543,,6-Dodecenoylcarnitine,,Acylcarnitine C12:1,Dodecenoylcarnitine,CAR 12:1,Acylcarnitines,20240725
MRN3,MRN044953,,Dodecenoylcarnitine,,Acylcarnitine C12:1,Dodecenoylcarnitine,CAR 12:1,Acylcarnitines,20240725
MRN3,MRN038107,,3-Hydroxydodecenoylcarnitine,,"Acylcarnitine C12:1,O",Hydroxydodecenoylcarnitine,"CAR 12:1,O",Acylcarnitines,20240725
MRN3,MRN038544,,3-Hydroxydodec-4-enoylcarnitine,,"Acylcarnitine C12:1,O",Hydroxydodecenoylcarnitine,"CAR 12:1,O",Acylcarnitines,20240725
